"Original_station_cast","Location_Station_Number","Location","Station_Number","Depth","Salinity","Temperature","Pressure","Density","Conductivity","Oxygen","Turbidity","Chlorophyll","Max_Depth","Station"
"64PE477_S00C01","PE477_1","PE477","1",29.434,34.33,17.2785,29.699,1024.94750182846,44.416063,234.314,1.3164,0.2488,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.371,34.3301,17.2786,29.636,1024.94727838927,44.416285,233.976,1.3349,0.2518,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.305,34.3301,17.2786,29.569,1024.94698575724,44.416248,234.2,1.3519,0.2286,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.24,34.3301,17.2785,29.504,1024.94672574263,44.416074,234.064,1.4157,0.2288,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.277,34.3299,17.2787,29.541,1024.9466883708,44.41604,233.458,1.4449,0.2402,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.319,34.3297,17.2788,29.584,1024.94670108723,44.415901,233.891,1.4342,0.2397,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.323,34.3299,17.2785,29.587,1024.94693704788,44.415937,234.55,1.3075,0.2641,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.391,34.3304,17.278,29.656,1024.94773585225,44.41598,233.548,1.3277,0.3256,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.46,34.3303,17.2782,29.726,1024.94791821717,44.416166,233.968,1.5805,0.2754,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.45,34.3303,17.2782,29.716,1024.94787454081,44.416097,234.206,1.3586,0.2485,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.4,34.3305,17.278,29.666,1024.94785513359,44.416107,233.973,1.3578,0.2557,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.384,34.3303,17.2781,29.649,1024.94760579143,44.41602,233.715,1.4211,0.2574,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.398,34.3302,17.2783,29.663,1024.94754356851,44.416087,234.514,1.3813,0.2616,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.41,34.3302,17.2783,29.675,1024.94759598019,44.416135,234.141,1.5283,0.2596,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.442,34.3302,17.2783,29.708,1024.94774011225,44.416049,234.123,1.575,0.2843,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.434,34.3304,17.2782,29.7,1024.94788026343,44.416231,234.148,1.5648,0.2704,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.328,34.3304,17.2784,29.593,1024.94736516057,44.416308,234.203,1.4681,0.2519,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.22,34.3307,17.278,29.484,1024.9472114309,44.416246,233.865,1.3515,0.2568,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.247,34.3305,17.278,29.511,1024.94717814768,44.416043,234.201,1.4304,0.2638,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.346,34.3303,17.2782,29.611,1024.94741593843,44.416025,233.514,1.5568,0.2736,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.408,34.3304,17.2782,29.673,1024.94776233719,44.416282,233.869,1.4907,0.2521,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.417,34.3303,17.278,29.683,1024.94777817376,44.415987,234.129,1.4999,0.2424,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.42,34.3301,17.2782,29.686,1024.94759230202,44.415866,233.658,1.457,0.2656,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.387,34.3305,17.278,29.652,1024.94779398657,44.416077,234.012,1.5758,0.3128,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.342,34.3305,17.2781,29.607,1024.94757356008,44.416217,234.004,1.4744,0.2788,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.349,34.3307,17.2779,29.614,1024.9478031082,44.416208,234.044,1.3558,0.2672,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.354,34.3307,17.2779,29.619,1024.94782494644,44.416246,234.463,1.3795,0.2456,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.353,34.3305,17.278,29.617,1024.94764111894,44.416097,233.198,1.3945,0.2642,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.356,34.3306,17.278,29.621,1024.94773419446,44.416196,234.043,1.5286,0.3316,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.358,34.3305,17.278,29.623,1024.94766732483,44.416121,233.863,1.5108,0.2823,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.392,34.3305,17.278,29.658,1024.94782019244,44.416121,233.851,1.5931,0.2757,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.395,34.3304,17.2782,29.66,1024.94770555786,44.416101,233.566,1.5919,0.2481,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.404,34.3304,17.2782,29.669,1024.94774486663,44.416107,234.025,1.6364,0.2372,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.392,34.3303,17.2781,29.657,1024.94764073259,44.415915,233.896,1.6494,0.2501,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.381,34.3304,17.2781,29.646,1024.94766829338,44.416138,233.889,1.5837,0.2548,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.335,34.3305,17.2782,29.599,1024.94751473645,44.416248,234.119,1.5628,0.2635,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.251,34.3306,17.2782,29.515,1024.94722345874,44.416393,233.904,1.5339,0.264,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.261,34.3307,17.2779,29.525,1024.94741438706,44.416201,233.777,1.5727,0.2476,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.317,34.3307,17.2778,29.581,1024.94768285793,44.416126,233.972,1.4446,0.2456,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.399,34.3308,17.2778,29.664,1024.9481209778,44.416293,233.665,1.7946,0.2471,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.412,34.3312,17.2773,29.677,1024.94859958796,44.416228,234.028,1.6385,0.2374,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.416,34.3311,17.2776,29.681,1024.9484698072,44.416361,234.124,1.3874,0.2386,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.43,34.3309,17.2777,29.696,1024.94836022966,44.416298,233.769,1.3365,0.2625,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.416,34.3309,17.2778,29.682,1024.94827520032,44.416339,233.943,1.3895,0.3456,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.333,34.331,17.2779,29.598,1024.9479600407,44.416498,233.914,1.4186,0.2979,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.266,34.3309,17.2778,29.531,1024.94761568519,44.41641,233.873,1.5087,0.2737,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.297,34.3308,17.2779,29.562,1024.94765159532,44.416369,233.881,1.448,0.2612,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.379,34.331,17.2775,29.644,1024.94825648138,44.416238,234.188,1.3876,0.2634,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.418,34.3307,17.2777,29.683,1024.94815224039,44.416084,233.647,1.4319,0.2606,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.43,34.3309,17.2776,29.696,1024.94838411192,44.416202,234.383,1.5709,0.2525,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.432,34.331,17.2776,29.697,1024.94846408453,44.416332,233.506,1.6157,0.2649,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.41,34.3309,17.2779,29.675,1024.94822074442,44.416445,234.439,1.5397,0.2445,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.375,34.331,17.2778,29.64,1024.94816736421,44.416565,233.497,1.5161,0.2373,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.354,34.3309,17.2779,29.619,1024.94797615634,44.41651,233.87,1.5875,0.2431,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.345,34.3309,17.2779,29.61,1024.94793684752,44.416433,233.947,1.6126,0.2486,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.367,34.3308,17.2779,29.632,1024.9479573308,44.416351,234,1.49,0.2687,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.434,34.3307,17.278,29.7,1024.94815484315,44.416349,233.614,1.5345,0.2903,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.446,34.3307,17.278,29.712,1024.94820725481,44.416411,233.82,1.6125,0.2792,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.434,34.3307,17.2779,29.7,1024.94817872564,44.416179,233.433,1.5232,0.2716,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.418,34.3309,17.2778,29.683,1024.94827956796,44.416387,233.93,1.4503,0.2502,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.36,34.3309,17.2779,29.625,1024.94800236222,44.416469,233.689,1.4533,0.2412,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.293,34.331,17.2779,29.558,1024.94778533469,44.41653,233.745,1.5999,0.2645,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.339,34.331,17.2778,29.604,1024.94801012889,44.416459,234.057,1.4024,0.2719,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.389,34.3311,17.2777,29.654,1024.94832799852,44.416493,233.872,1.4591,0.4072,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.386,34.331,17.2777,29.651,1024.94823929061,44.416344,233.878,1.443,0.5435,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.383,34.331,17.2776,29.648,1024.94825006987,44.416366,233.969,1.4334,0.3646,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.42,34.3311,17.2777,29.685,1024.94846339549,44.416593,234.015,1.3146,0.3079,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.432,34.3312,17.2776,29.698,1024.94861966211,44.416574,234.551,1.336,0.2516,29.488,"1"
"64PE477_S00C01","PE477_1","PE477","1",29.365,34.3309,17.2779,29.63,1024.94802420045,44.416514,233.787,1.2894,0.24,29.488,"1"
