"Original_station_cast","Location_Station_Number","Location","Station_Number","Depth","Salinity","Temperature","Pressure","Density","Conductivity","Oxygen","Turbidity","Chlorophyll","Max_Depth","Station"
"64PE477_S05C01","PE477_3","PE477",3,4.416,34.2961,13.4579,4.456,1025.65583320557,40.664886,247.412,0.4507,0.3291,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,4.862,34.2962,13.4581,4.906,1025.65786714277,40.665416,247.425,0.4549,0.325,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,5.408,34.2962,13.4583,5.457,1025.66027299537,40.665877,247.781,0.4535,0.3164,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,5.75,34.2961,13.4584,5.802,1025.66170798409,40.665952,247.209,0.4536,0.3167,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,5.862,34.2959,13.4585,5.915,1025.66203637014,40.665853,247.455,0.4587,0.3139,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,6.122,34.2962,13.4583,6.178,1025.66347426123,40.666142,247.464,0.4572,0.3133,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,6.665,34.2962,13.4586,6.725,1025.66584195219,40.666721,247.826,0.4548,0.31,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,7.328,34.2962,13.4603,7.394,1025.66846669076,40.668585,247.63,0.456,0.3147,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,7.988,34.2958,13.4622,8.061,1025.67073575336,40.670273,247.287,0.4548,0.3177,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,8.519,34.2958,13.4627,8.596,1025.67300933968,40.670977,247.516,0.459,0.3327,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,8.967,34.2957,13.4626,9.048,1025.67495989312,40.671003,247.531,0.4604,0.343,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,9.435,34.2959,13.4628,9.521,1025.67717216812,40.671614,247.572,0.4541,0.33,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,9.955,34.2958,13.4629,10.046,1025.67940609718,40.671744,247.637,0.4469,0.3364,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,10.571,34.2958,13.4627,10.667,1025.68220369893,40.67184,248.04,0.4533,0.329,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,11.291,34.2955,13.463,11.394,1025.68514064907,40.672227,247.415,0.4519,0.3341,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,11.993,34.2957,13.4629,12.102,1025.68845705902,40.672654,247.631,0.4628,0.3319,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,12.528,34.2958,13.462,12.641,1025.69110940241,40.672087,247.687,0.4577,0.3281,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,12.971,34.2957,13.4619,13.089,1025.69304203361,40.67209,247.695,0.4509,0.3262,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,13.42,34.2958,13.4617,13.542,1025.69517018563,40.672206,247.654,0.4547,0.3282,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,14.02,34.2957,13.4612,14.147,1025.69788109655,40.671907,247.683,0.4538,0.3221,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,14.759,34.2963,13.4044,14.893,1025.71319128184,40.618631,247.319,0.4471,0.3205,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,15.523,34.3041,13.2891,15.664,1025.74591642402,40.517144,246.754,0.4489,0.3152,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,16.115,34.308,13.2141,16.261,1025.76666497364,40.449999,244.123,0.4659,0.2701,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,16.508,34.3089,13.1857,16.658,1025.77482655229,40.423927,243.363,0.4812,0.2541,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,16.941,34.3103,13.1489,17.095,1025.78522633263,40.390599,242.128,0.4703,0.2491,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,17.568,34.3109,13.0905,17.728,1025.80019438793,40.335778,241.179,0.4818,0.2429,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,18.29,34.3142,13.0349,18.457,1025.81706796615,40.2866,240.126,0.4894,0.1972,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,18.946,34.3145,13.0202,19.118,1025.82316847991,40.273138,239.657,0.5095,0.1617,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,19.519,34.3141,13.0146,19.696,1025.82654870966,40.267624,238.665,0.5395,0.1402,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,20.162,34.3137,12.9981,20.345,1025.83241576195,40.251773,238.582,0.4949,0.1354,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,20.915,34.3162,12.9398,21.106,1025.84931065375,40.199168,238.278,0.5294,0.1394,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,21.611,34.3166,12.9232,21.807,1025.85603135159,40.184186,237.641,0.5899,0.171,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,22.178,34.3168,12.8808,22.38,1025.86714040684,40.144132,237.196,0.578,0.1486,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,22.653,34.3171,12.8658,22.859,1025.87247170812,40.130502,236.655,0.6675,0.155,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,23.146,34.3186,12.8591,23.357,1025.87716330407,40.125936,236.404,0.6448,0.1385,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,23.832,34.3164,12.9063,24.049,1025.86920544456,40.168889,235.971,0.6133,0.1241,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,24.599,34.3144,12.906,24.823,1025.87117582687,40.166754,236.105,0.6154,0.1163,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,25.236,34.3179,12.8394,25.466,1025.88990861476,40.107265,235.895,0.6107,0.1672,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,25.754,34.3179,12.8302,25.988,1025.8940503548,40.098816,235.631,0.6336,0.2188,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,26.248,34.3182,12.8106,26.487,1025.90037327457,40.08075,234.949,0.6823,0.1651,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,26.889,34.3184,12.8083,27.134,1025.90386025522,40.078993,234.475,0.7071,0.1251,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,27.555,34.3172,12.8201,27.807,1025.90360476876,40.089306,234.772,0.6998,0.1125,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,28.158,34.318,12.7939,28.415,1025.91209755779,40.06543,234.704,0.7172,0.1171,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,28.812,34.3186,12.7755,29.074,1025.91912033684,40.048817,233.867,0.7012,0.1122,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,29.512,34.3185,12.775,29.781,1025.92228910595,40.048555,234.214,0.7106,0.1072,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,30.103,34.318,12.7768,30.378,1025.92420802811,40.050063,233.617,0.7296,0.1036,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,30.647,34.318,12.7778,30.927,1025.92645428403,40.051248,233.822,0.786,0.1062,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,31.242,34.3178,12.7783,31.527,1025.92887278781,40.051767,234.038,0.7663,0.1064,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,31.889,34.3176,12.777,32.18,1025.93188221256,40.050627,233.607,0.7123,0.1051,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,32.48,34.3178,12.7698,32.776,1025.93610821319,40.044178,233.455,0.8004,0.104,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,32.921,34.3174,12.7681,33.221,1025.93811741074,40.042451,233.434,0.7733,0.1546,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,33.417,34.3177,12.7666,33.722,1025.94087297874,40.04156,233.278,0.8113,0.1366,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,34.086,34.3175,12.77,34.397,1025.94305332618,40.044816,233.44,0.8309,0.1175,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,34.779,34.3173,12.7692,35.096,1025.94616874749,40.044166,233.472,0.8011,0.1085,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,35.39,34.3175,12.7647,35.714,1025.94996001361,40.040317,233.513,0.779,0.1055,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,35.992,34.3175,12.7645,36.321,1025.95270092579,40.040451,233.525,0.7613,0.1059,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,36.561,34.3174,12.7645,36.895,1025.95517884129,40.040551,233.148,0.7777,0.1258,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,37.136,34.3173,12.7651,37.476,1025.95756952879,40.04131,233.414,0.774,0.1588,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,37.821,34.3172,12.7647,38.167,1025.96064696451,40.041123,233.415,0.8335,0.1249,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,38.582,34.3172,12.7643,38.935,1025.96414368386,40.041092,233.411,0.8483,0.1202,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,39.18,34.3171,12.7642,39.538,1025.96677023925,40.041191,232.605,0.7763,0.1155,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,39.594,34.3172,12.764,39.956,1025.96874651731,40.041266,233.495,0.9154,0.1127,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,39.964,34.3172,12.7641,40.33,1025.97039113574,40.041544,233.275,0.7438,0.1154,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,40.545,34.317,12.7648,40.916,1025.97270746274,40.042173,232.845,1.095,0.1095,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,41.36,34.317,12.7645,41.738,1025.97642455907,40.042381,233.179,0.9152,0.11,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,42.198,34.3172,12.7634,42.584,1025.98055956429,40.041778,232.851,0.7547,0.1057,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,42.826,34.3174,12.7615,43.218,1025.98390902268,40.040547,233.08,0.7894,0.1071,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,43.342,34.3174,12.7602,43.739,1025.98648392708,40.039475,232.694,0.8789,0.1036,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,44.02,34.3174,12.7611,44.424,1025.98935443596,40.040631,232.933,1.0203,0.1011,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,44.83,34.3173,12.7613,45.24,1025.99286928487,40.041149,233.301,0.9491,0.1047,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,45.515,34.3173,12.7604,45.932,1025.99612607618,40.040626,232.7,0.7788,0.1061,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,46.126,34.3173,12.7612,46.549,1025.99871356328,40.04164,233.03,0.761,0.1067,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,46.752,34.3172,12.7616,47.181,1026.00137004722,40.042155,233.005,0.7851,0.101,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,47.332,34.3173,12.7619,47.765,1026.00398594343,40.042788,232.984,0.8136,0.1493,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,47.755,34.3171,12.7635,48.193,1026.00542108697,40.044296,233.003,0.7908,0.1186,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,48.079,34.3169,12.7639,48.519,1026.00663929402,40.044634,233.054,0.7084,0.1044,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,48.387,34.3167,12.7637,48.83,1026.00790922497,40.044304,233.072,0.6779,0.1126,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,48.686,34.3169,12.7626,49.132,1026.00962339914,40.043696,233.086,0.7499,0.1265,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,48.884,34.317,12.7615,49.332,1026.01080709669,40.042775,233.112,0.8291,0.1312,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,49.099,34.317,12.7621,49.549,1026.01165411003,40.043481,233.079,0.7238,0.1542,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,49.467,34.3166,12.7644,49.921,1026.01254843982,40.045454,233.05,0.8143,0.1201,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,49.949,34.3169,12.7641,50.408,1026.0150043447,40.045632,232.727,0.8689,0.1424,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,50.308,34.3169,12.7607,50.769,1026.01728192608,40.042548,233.094,0.8233,0.1478,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,50.477,34.3172,12.7597,50.941,1026.01847457896,40.041938,233.011,0.7858,0.1301,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,50.621,34.3171,12.7604,51.085,1026.01890037965,40.042608,232.666,0.8355,0.1193,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,50.91,34.3172,12.7603,51.377,1026.02029590794,40.042773,233.267,0.783,0.1448,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,51.341,34.3171,12.7608,51.812,1026.02205586152,40.043364,232.607,0.7743,0.1695,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,51.844,34.3168,12.7637,52.32,1026.02351322886,40.04612,232.824,0.9271,0.1567,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,52.255,34.3163,12.7674,52.734,1026.0242409098,40.049246,233.2,0.9413,0.1171,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,52.496,34.3164,12.7666,52.978,1026.0255611186,40.048634,233.066,0.7923,0.1078,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,52.606,34.3162,12.7673,53.089,1026.0257633506,40.049231,233.072,0.8369,0.1008,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,52.788,34.3164,12.7666,53.273,1026.02687351216,40.048813,233.081,0.7364,0.0958,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,53.176,34.3164,12.768,53.664,1026.0283363479,40.050241,232.725,0.8034,0.1017,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,53.58,34.3162,12.7686,54.072,1026.02987956882,40.050817,232.845,0.7323,0.107,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,53.88,34.3161,12.7694,54.375,1026.03099277155,40.051645,232.843,0.73,0.1084,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,54.109,34.3161,12.77,54.606,1026.03190181899,40.052317,232.925,0.7862,0.111,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,54.355,34.3161,12.77,54.854,1026.03300506357,40.052388,233.414,0.7077,0.1069,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,54.696,34.3161,12.7695,55.198,1026.03463418302,40.052122,233.002,0.8049,0.1326,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,54.757,34.3163,12.7695,55.26,1026.0350632684,40.052218,233.357,0.8177,0.1238,54.771,3
"64PE477_S05C01","PE477_3","PE477",3,54.771,34.316,12.7699,55.274,1026.03481657432,40.052485,232.77,0.7013,0.1018,54.771,3
"64PE477_S07C01","PE477_4","PE477",4,3.243,34.2145,13.1908,3.273,1025.64202360031,40.323167,210.928,0.4994,0.7115,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,3.766,34.2027,13.2396,3.8,1025.62554007602,40.357486,209.229,0.4915,0.7175,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,4.094,34.1612,13.3162,4.131,1025.57983149869,40.38666,206.99,0.489,0.7179,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,4.314,34.1917,13.2802,4.353,1025.61141405249,40.384643,202.502,0.4948,0.7051,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,4.759,34.2445,13.2037,4.802,1025.66920559897,40.36788,199.65,0.4972,0.7175,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,5.348,34.2264,13.2427,5.396,1025.65015602917,40.386192,198.867,0.4927,0.7234,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,6.037,34.1414,13.3555,6.092,1025.56546477492,40.403915,199.15,0.4901,0.7401,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,6.768,34.1425,13.3651,6.83,1025.5676469926,40.414506,199.755,0.4968,0.733,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,7.382,34.1486,13.3618,7.449,1025.57573182135,40.418066,199.847,0.5061,0.7359,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,7.912,34.1555,13.3562,7.983,1025.58451573949,40.420294,199.581,0.497,0.7331,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,8.418,34.1294,13.3883,8.494,1025.56032631913,40.423427,198.999,0.4933,0.7366,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,9.047,34.184,13.3276,9.129,1025.61719217534,40.423698,198.458,0.4888,0.7321,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,9.808,34.1606,13.354,9.897,1025.59736643636,40.424535,196.305,0.4937,0.7384,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,10.523,34.1322,13.3861,10.619,1025.57235357904,40.425128,196.192,0.4895,0.7247,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,11.158,34.1685,13.3464,11.259,1025.61099800001,40.4261,195.28,0.4665,0.6816,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,11.671,34.1352,13.3819,11.776,1025.58063808354,40.424873,194.308,0.4638,0.5578,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,12.145,34.3448,13.1391,12.256,1025.79210043381,40.415161,193.911,0.4701,0.5231,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,12.737,34.503,12.9612,12.853,1025.95147894986,40.41198,191.629,0.4731,0.4824,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,13.433,34.3927,13.0879,13.555,1025.84481269064,40.417246,189.692,0.4719,0.4283,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,14.262,34.1503,13.3601,14.391,1025.60821614235,40.421343,189.767,0.4837,0.3645,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,14.932,34.1284,13.3865,15.068,1025.5891273408,40.423485,190.065,0.4923,0.3127,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,15.504,34.1273,13.3831,15.645,1025.59153640854,40.419373,193.294,0.486,0.272,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,16.136,34.3677,13.1138,16.282,1025.83260355585,40.41644,196.89,0.4818,0.2657,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,16.894,34.2097,13.2834,17.048,1025.68096045504,40.412136,195.536,0.492,0.2549,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,17.616,34.1297,13.3711,17.776,1025.60526534826,40.411398,195.595,0.5051,0.2343,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,18.218,34.1294,13.3679,18.383,1025.60837905154,40.408311,194.369,0.5105,0.2027,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,18.802,34.3937,13.0705,18.973,1025.87314612041,40.403445,197.512,0.5072,0.1798,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,19.408,34.795,12.6287,19.585,1026.27110852727,40.400888,198.794,0.5141,0.1741,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,20.077,34.3702,12.3077,20.26,1026.01060473426,39.654449,195.577,0.5148,0.2309,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,20.749,34.3231,12.2334,20.938,1025.99174210798,39.535225,209.817,0.5126,0.1926,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,21.375,34.3207,12.2312,21.57,1025.99314126885,39.530903,215.229,0.526,0.1772,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,21.948,34.3157,12.2571,22.148,1025.98691117035,39.550499,215.682,0.5277,0.1646,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,22.644,34.3145,12.2257,22.85,1025.99514663369,39.519911,216.902,0.5306,0.1574,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,23.451,34.3154,12.2163,23.665,1026.00127667788,39.512237,217.537,0.5282,0.1584,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,24.22,34.3193,12.1595,24.44,1026.01860114107,39.462845,217.735,0.5297,0.1568,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,24.863,34.3185,12.1335,25.09,1026.02585391518,39.437749,217.795,0.5352,0.1513,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,25.436,34.3218,12.0897,25.668,1026.03932060348,39.399952,217.329,0.5417,0.1564,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,25.985,34.3219,12.0612,26.222,1026.04729542811,39.373338,217.044,0.5496,0.1539,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,26.542,34.3253,12.0306,26.784,1026.05823324739,39.348054,217.475,0.5725,0.1426,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,27.198,34.325,12.0073,27.445,1026.06537732916,39.326022,217.195,0.574,0.1331,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,28.001,34.3255,11.9608,28.256,1026.07819482834,39.283013,216.869,0.5583,0.1279,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,28.91,34.3316,11.8628,29.174,1026.10548719618,39.19699,216.618,0.5876,0.1283,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,29.664,34.3323,11.8235,29.934,1026.11681622285,39.160813,215.793,0.646,0.1211,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,30.205,34.3335,11.7995,30.48,1026.12468794751,39.13961,214.698,0.6707,0.1188,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,30.628,34.3327,11.8016,30.907,1026.12558737895,39.140993,214.704,0.6699,0.1189,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,31.23,34.3308,11.811,31.515,1026.12507888649,39.148213,214.601,0.7587,0.1038,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,31.93,34.3312,11.7926,32.222,1026.13200206475,39.131576,214.416,0.7061,0.1005,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,32.763,34.3316,11.7949,33.062,1026.13563303077,39.134565,214.554,0.7494,0.1067,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,33.627,34.3304,11.8,33.934,1026.13765070733,39.138515,214.789,0.736,0.1037,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,34.256,34.3304,11.7991,34.569,1026.1406582494,39.137939,214.445,0.718,0.11,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,34.605,34.3299,11.8019,34.921,1026.14132133737,39.14029,215.079,0.7293,0.1081,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,34.83,34.3296,11.7999,35.147,1026.14247653936,39.138119,214.679,0.7181,0.095,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,35.407,34.3297,11.7949,35.731,1026.14610295517,39.13377,214.352,0.7395,0.1037,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,36.311,34.3298,11.7848,36.643,1026.1521528229,39.124778,215.136,0.7625,0.1041,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,37.286,34.3299,11.7797,37.626,1026.15758112488,39.120446,214.058,0.7471,0.1003,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,38.106,34.3296,11.7801,38.454,1026.16097663815,39.120919,214.191,0.7496,0.1021,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,38.621,34.3295,11.7804,38.974,1026.16316786691,39.12134,213.985,0.7664,0.101,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,38.864,34.3295,11.7833,39.219,1026.1637186133,39.124117,214.287,0.7844,0.107,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,39.354,34.3291,11.7883,39.713,1026.16468030348,39.128678,214.658,0.7932,0.1064,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,40.205,34.3285,11.7959,40.573,1026.16663525586,39.135622,214.395,0.715,0.0999,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,41.251,34.3284,11.7934,41.628,1026.17174345584,39.133587,214.48,0.7596,0.0991,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,42.135,34.3284,11.7839,42.52,1026.17751488973,39.125094,214.535,0.7815,0.0933,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,42.776,34.3288,11.7829,43.167,1026.18090210128,39.124773,214.528,0.7497,0.1019,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,43.113,34.3287,11.7806,43.507,1026.18277682827,39.122683,214.239,0.7585,0.1026,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,43.41,34.3284,11.7749,43.807,1026.18495736341,39.117192,214.475,0.7782,0.109,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,43.833,34.3286,11.7725,44.235,1026.1874747572,39.115291,214.035,0.7691,0.1053,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,44.26,34.3283,11.7732,44.665,1026.18903460823,39.115797,214.31,0.8244,0.0962,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,44.727,34.3279,11.7732,45.136,1026.1908322209,39.115688,213.86,0.7855,0.0869,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,45.284,34.3281,11.7675,45.699,1026.19457250508,39.110622,213.742,0.7768,0.0895,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,45.845,34.3281,11.7663,46.265,1026.19732757244,39.109781,214.044,0.8232,0.097,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,46.169,34.3283,11.7662,46.592,1026.19896168836,39.110047,214.053,0.795,0.0959,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,46.215,34.3281,11.7686,46.638,1026.19856294031,39.112131,214.036,0.7968,0.098,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,46.291,34.3282,11.7701,46.715,1026.19870235322,39.1137,214.031,0.8122,0.104,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,46.707,34.3279,11.7704,47.135,1026.20029252145,39.113869,213.629,0.8009,0.099,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,47.368,34.3277,11.7693,47.802,1026.20332639282,39.11293,213.427,0.8171,0.0962,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,47.953,34.3278,11.7685,48.393,1026.20619490813,39.11254,214.11,0.7984,0.1017,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,48.248,34.3278,11.7671,48.69,1026.20778519343,39.111319,213.931,0.7713,0.0994,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,48.359,34.3279,11.7674,48.802,1026.20830631878,39.111783,213.954,0.8078,0.091,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,48.729,34.3275,11.767,49.175,1026.2097409231,39.111161,213.946,0.8565,0.0911,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,49.267,34.3272,11.7663,49.718,1026.21206852286,39.1104,214.304,0.7526,0.0945,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,49.662,34.3274,11.7657,50.118,1026.21412267889,39.110298,213.769,0.8056,0.0956,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,49.903,34.3275,11.7658,50.36,1026.21526234397,39.110515,214.027,0.7983,0.0985,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,50.146,34.3273,11.7661,50.606,1026.21615164754,39.110788,213.981,0.8091,0.1109,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,50.528,34.3273,11.7661,50.992,1026.21787674612,39.110883,213.992,0.8284,0.1024,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,50.91,34.3273,11.7663,51.377,1026.21955979714,39.111195,214.009,0.9222,0.0978,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,51.249,34.3272,11.7663,51.719,1026.22101133599,39.111269,214.011,0.8865,0.0943,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,51.603,34.3272,11.7667,52.076,1026.22253165439,39.111771,214.034,0.8582,0.1037,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,51.946,34.3272,11.7672,52.422,1026.22398400895,39.112442,214.033,0.8346,0.1054,58.878,4
"64PE477_S07C01","PE477_4","PE477",4,52.212,34.3271,11.7675,52.691,1026.22505291675,39.11274,213.959,0.8396,0.1107,58.878,4
