"Overlay","Filename","Overlay_Gate","Gate","Total_Events","percent_gated_cells","percent_all_cells","Location","Station_Number","Depth","Location_Station","Acquisition_Duration","Flow_Rate","cells_per_mL"
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","1","0",8807,100,82.79,"PE486",6,7,"PE486_6",10,107,8230.84112149533
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","1","0",8807,100,82.79,"PE486",6,7,"PE486_6",10,107,8230.84112149533
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","1","0",8807,100,82.79,"PE486",6,7,"PE486_6",10,107,8230.84112149533
1,"Cruise_NorthSea_PE486_Algae_PE486_6_15m.fcs compensated","1","0",4781,100,75.35,"PE486",6,15,"PE486_6",10,107,4468.22429906542
1,"Cruise_NorthSea_PE486_Algae_PE486_7_7m.fcs compensated","1","0",12920,100,84.39,"PE486",7,7,"PE486_7",10,107,12074.7663551402
1,"Cruise_NorthSea_PE486_Algae_PE486_7_15m.fcs compensated","1","0",10625,100,69.77,"PE486",7,15,"PE486_7",10,107,9929.90654205607
1,"Cruise_NorthSea_PE486_Algae_PE486_7_30m.fcs compensated","1","0",10325,100,59.84,"PE486",7,30,"PE486_7",10,107,9649.53271028037
1,"Cruise_NorthSea_PE486_Algae_PE486_8_7m.fcs compensated","1","0",15658,100,75.22,"PE486",8,7,"PE486_8",10,107,14633.6448598131
1,"Cruise_NorthSea_PE486_Algae_PE486_8_15m.fcs compensated","1","0",13023,100,73.86,"PE486",8,15,"PE486_8",10,107,12171.0280373832
1,"Cruise_NorthSea_PE486_Algae_PE486_8_30m.fcs compensated","1","0",4533,100,55.23,"PE486",8,30,"PE486_8",10,107,4236.44859813084
1,"Cruise_NorthSea_PE477_Algae_PE477_1_7m.fcs compensated","1","1",21381,100,38.37,"PE477",1,7,"PE477_1",10,129,16574.4186046512
1,"Cruise_NorthSea_PE477_Algae_PE477_2_7m.fcs compensated","1","1",4078,100,9,"PE477",2,7,"PE477_2",10,129,3161.24031007752
1,"Cruise_NorthSea_PE477_Algae_PE477_2_15m.fcs compensated","1","1",5687,100,11.89,"PE477",2,15,"PE477_2",10,129,4408.52713178295
1,"Cruise_NorthSea_PE477_Algae_PE477_2_30m.fcs compensated","1","1",7481,100,14.98,"PE477",2,30,"PE477_2",10,129,5799.22480620155
1,"Cruise_NorthSea_PE477_Algae_PE477_3_7m.fcs compensated","1","1",13920,100,39.45,"PE477",3,7,"PE477_3",10,129,10790.6976744186
1,"Cruise_NorthSea_PE477_Algae_PE477_3_15m.fcs compensated","1","1",12400,100,39.8,"PE477",3,15,"PE477_3",10,129,9612.40310077519
1,"Cruise_NorthSea_PE477_Algae_PE477_3_30m.fcs compensated","1","1",6527,100,38.93,"PE477",3,30,"PE477_3",9,129,5621.87769164513
1,"Cruise_NorthSea_PE477_Algae_PE477_4_7m.fcs compensated","1","1",9272,100,50.13,"PE477",4,7,"PE477_4",10,129,7187.59689922481
1,"Cruise_NorthSea_PE477_Algae_PE477_4_15m.fcs compensated","1","1",3421,100,17.6,"PE477",4,15,"PE477_4",10,129,2651.93798449612
1,"Cruise_NorthSea_PE477_Algae_PE477_4_30m.fcs compensated","1","1",2211,100,16.28,"PE477",4,30,"PE477_4",10,129,1713.95348837209
1,"Cruise_NorthSea_PE477_Algae_PE477_5_7m.fcs compensated","1","1",48132,100,28.82,"PE477",5,7,"PE477_5",10,129,37311.6279069767
1,"Cruise_NorthSea_PE477_Algae_PE477_5_15m.fcs compensated","1","1",49724,100,29.58,"PE477",5,15,"PE477_5",10,129,38545.7364341085
1,"Cruise_NorthSea_PE477_Algae_PE477_5_30m.fcs compensated","1","1",15703,100,29.48,"PE477",5,30,"PE477_5",10,129,12172.8682170543
1,"Cruise_NorthSea_PE477_Algae_PE477_6_7m.fcs compensated","1","1",19344,100,15.77,"PE477",6,7,"PE477_6",10,129,14995.3488372093
1,"Cruise_NorthSea_PE477_Algae_PE477_6_15m.fcs compensated","1","1",19471,100,15.63,"PE477",6,15,"PE477_6",10,129,15093.7984496124
1,"Cruise_NorthSea_PE477_Algae_PE477_6_30m.fcs compensated","1","1",6613,100,18.16,"PE477",6,30,"PE477_6",10,129,5126.35658914729
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle3.fcs compensated","1","1",40090,100,14.53,"PE477",7,7,"PE477_7",10,129,31077.519379845
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle3.fcs compensated","1","1",40090,100,14.53,"PE477",7,7,"PE477_7",10,129,31077.519379845
1,"Cruise_NorthSea_PE477_Algae_PE477_7_15m.fcs compensated","1","1",37320,100,13.76,"PE477",7,15,"PE477_7",10,129,28930.2325581395
1,"Cruise_NorthSea_PE477_Algae_PE477_7_30m.fcs compensated","1","1",26177,100,11.96,"PE477",7,30,"PE477_7",10,129,20292.2480620155
1,"Cruise_NorthSea_PE486_Algae_PE486_1_7m.fcs compensated","1","1",5469,100,49.89,"PE486",1,7,"PE486_1",10,107,5111.21495327103
1,"Cruise_NorthSea_PE486_Algae_PE486_1_15m.fcs compensated","1","1",6796,100,51.47,"PE486",1,15,"PE486_1",10,107,6351.40186915888
1,"Cruise_NorthSea_PE486_Algae_PE486_1_30m.fcs compensated","1","1",5668,100,46.75,"PE486",1,30,"PE486_1",10,107,5297.19626168224
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m.fcs compensated","1","1",7735,100,70.56,"PE486",2,7,"PE486_2",10,107,7228.97196261682
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m.fcs compensated","1","1",7735,100,70.56,"PE486",2,7,"PE486_2",10,107,7228.97196261682
1,"Cruise_NorthSea_PE486_Algae_PE486_2_15m.fcs compensated","1","1",6489,100,65.31,"PE486",2,15,"PE486_2",10,107,6064.48598130841
1,"Cruise_NorthSea_PE486_Algae_PE486_2_30m.fcs compensated","1","1",3572,100,57.77,"PE486",2,30,"PE486_2",10,107,3338.31775700935
1,"Cruise_NorthSea_PE486_Algae_PE486_3_7m.fcs compensated","1","1",2570,100,29.29,"PE486",3,7,"PE486_3",10,107,2401.8691588785
1,"Cruise_NorthSea_PE486_Algae_PE486_3_15m.fcs compensated","1","1",2681,100,24.04,"PE486",3,15,"PE486_3",10,107,2505.60747663551
1,"Cruise_NorthSea_PE486_Algae_PE486_4_7m.fcs compensated","1","1",12393,100,79.97,"PE486",4,7,"PE486_4",10,107,11582.2429906542
1,"Cruise_NorthSea_PE486_Algae_PE486_4_15m.fcs compensated","1","1",13144,100,81,"PE486",4,15,"PE486_4",10,107,12284.1121495327
1,"Cruise_NorthSea_PE486_Algae_PE486_4_30m.fcs compensated","1","1",4889,100,69.91,"PE486",4,30,"PE486_4",10,107,4569.15887850467
1,"Cruise_NorthSea_PE486_Algae_PE486_5_7m.fcs compensated","1","1",3974,100,53.14,"PE486",5,7,"PE486_5",10,107,3714.01869158878
1,"Cruise_NorthSea_PE486_Algae_PE486_5_15m.fcs compensated","1","1",3958,100,53.31,"PE486",5,15,"PE486_5",10,107,3699.06542056075
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","1","1",8807,100,82.79,"PE486",6,7,"PE486_6",10,107,8230.84112149533
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","1","1",8807,100,82.79,"PE486",6,7,"PE486_6",10,107,8230.84112149533
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","1","1",8807,100,82.79,"PE486",6,7,"PE486_6",10,107,8230.84112149533
1,"Cruise_NorthSea_PE486_Algae_PE486_6_15m.fcs compensated","1","1",4781,100,75.35,"PE486",6,15,"PE486_6",10,107,4468.22429906542
1,"Cruise_NorthSea_PE486_Algae_PE486_7_7m.fcs compensated","1","1",12920,100,84.39,"PE486",7,7,"PE486_7",10,107,12074.7663551402
1,"Cruise_NorthSea_PE486_Algae_PE486_7_15m.fcs compensated","1","1",10625,100,69.77,"PE486",7,15,"PE486_7",10,107,9929.90654205607
1,"Cruise_NorthSea_PE486_Algae_PE486_7_30m.fcs compensated","1","1",10325,100,59.84,"PE486",7,30,"PE486_7",10,107,9649.53271028037
1,"Cruise_NorthSea_PE486_Algae_PE486_8_7m.fcs compensated","1","1",15658,100,75.22,"PE486",8,7,"PE486_8",10,107,14633.6448598131
1,"Cruise_NorthSea_PE486_Algae_PE486_8_15m.fcs compensated","1","1",13023,100,73.86,"PE486",8,15,"PE486_8",10,107,12171.0280373832
1,"Cruise_NorthSea_PE486_Algae_PE486_8_30m.fcs compensated","1","1",4533,100,55.23,"PE486",8,30,"PE486_8",10,107,4236.44859813084
1,"Cruise_NorthSea_PE477_Algae_PE477_1_7m.fcs compensated","1","4",1011,4.73,1.81,"PE477",1,7,"PE477_1",10,129,783.720930232558
1,"Cruise_NorthSea_PE477_Algae_PE477_2_7m.fcs compensated","1","4",1966,48.21,4.34,"PE477",2,7,"PE477_2",10,129,1524.03100775194
1,"Cruise_NorthSea_PE477_Algae_PE477_2_15m.fcs compensated","1","4",2237,39.34,4.68,"PE477",2,15,"PE477_2",10,129,1734.10852713178
1,"Cruise_NorthSea_PE477_Algae_PE477_2_30m.fcs compensated","1","4",2324,31.07,4.65,"PE477",2,30,"PE477_2",10,129,1801.5503875969
1,"Cruise_NorthSea_PE477_Algae_PE477_3_7m.fcs compensated","1","4",2973,21.36,8.42,"PE477",3,7,"PE477_3",10,129,2304.6511627907
1,"Cruise_NorthSea_PE477_Algae_PE477_3_15m.fcs compensated","1","4",2429,19.59,7.8,"PE477",3,15,"PE477_3",10,129,1882.94573643411
1,"Cruise_NorthSea_PE477_Algae_PE477_3_30m.fcs compensated","1","4",877,13.44,5.23,"PE477",3,30,"PE477_3",9,129,755.383290267011
1,"Cruise_NorthSea_PE477_Algae_PE477_4_7m.fcs compensated","1","4",1687,18.19,9.12,"PE477",4,7,"PE477_4",10,129,1307.7519379845
1,"Cruise_NorthSea_PE477_Algae_PE477_4_15m.fcs compensated","1","4",915,26.75,4.71,"PE477",4,15,"PE477_4",10,129,709.302325581395
1,"Cruise_NorthSea_PE477_Algae_PE477_4_30m.fcs compensated","1","4",613,27.73,4.51,"PE477",4,30,"PE477_4",10,129,475.193798449612
1,"Cruise_NorthSea_PE477_Algae_PE477_5_7m.fcs compensated","1","4",2245,4.66,1.34,"PE477",5,7,"PE477_5",10,129,1740.31007751938
1,"Cruise_NorthSea_PE477_Algae_PE477_5_15m.fcs compensated","1","4",2312,4.65,1.38,"PE477",5,15,"PE477_5",10,129,1792.2480620155
1,"Cruise_NorthSea_PE477_Algae_PE477_5_30m.fcs compensated","1","4",1052,6.7,1.97,"PE477",5,30,"PE477_5",10,129,815.503875968992
1,"Cruise_NorthSea_PE477_Algae_PE477_6_7m.fcs compensated","1","4",1324,6.84,1.08,"PE477",6,7,"PE477_6",10,129,1026.35658914729
1,"Cruise_NorthSea_PE477_Algae_PE477_6_15m.fcs compensated","1","4",1157,5.94,0.93,"PE477",6,15,"PE477_6",10,129,896.899224806202
1,"Cruise_NorthSea_PE477_Algae_PE477_6_30m.fcs compensated","1","4",617,9.33,1.69,"PE477",6,30,"PE477_6",10,129,478.294573643411
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle3.fcs compensated","1","4",1296,3.23,0.47,"PE477",7,7,"PE477_7",10,129,1004.6511627907
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle3.fcs compensated","1","4",1296,3.23,0.47,"PE477",7,7,"PE477_7",10,129,1004.6511627907
1,"Cruise_NorthSea_PE477_Algae_PE477_7_15m.fcs compensated","1","4",1361,3.65,0.5,"PE477",7,15,"PE477_7",10,129,1055.03875968992
1,"Cruise_NorthSea_PE477_Algae_PE477_7_30m.fcs compensated","1","4",817,3.12,0.37,"PE477",7,30,"PE477_7",10,129,633.333333333333
1,"Cruise_NorthSea_PE486_Algae_PE486_1_7m.fcs compensated","1","4",627,11.46,5.72,"PE486",1,7,"PE486_1",10,107,585.981308411215
1,"Cruise_NorthSea_PE486_Algae_PE486_1_15m.fcs compensated","1","4",685,10.08,5.19,"PE486",1,15,"PE486_1",10,107,640.18691588785
1,"Cruise_NorthSea_PE486_Algae_PE486_1_30m.fcs compensated","1","4",689,12.16,5.68,"PE486",1,30,"PE486_1",10,107,643.92523364486
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m.fcs compensated","1","4",840,10.86,7.66,"PE486",2,7,"PE486_2",10,107,785.046728971963
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m.fcs compensated","1","4",840,10.86,7.66,"PE486",2,7,"PE486_2",10,107,785.046728971963
1,"Cruise_NorthSea_PE486_Algae_PE486_2_15m.fcs compensated","1","4",589,9.08,5.93,"PE486",2,15,"PE486_2",10,107,550.467289719626
1,"Cruise_NorthSea_PE486_Algae_PE486_2_30m.fcs compensated","1","4",361,10.11,5.84,"PE486",2,30,"PE486_2",10,107,337.383177570093
1,"Cruise_NorthSea_PE486_Algae_PE486_3_7m.fcs compensated","1","4",892,34.71,10.17,"PE486",3,7,"PE486_3",10,107,833.644859813084
1,"Cruise_NorthSea_PE486_Algae_PE486_3_15m.fcs compensated","1","4",1240,46.25,11.12,"PE486",3,15,"PE486_3",10,107,1158.8785046729
1,"Cruise_NorthSea_PE486_Algae_PE486_4_7m.fcs compensated","1","4",3238,26.13,20.89,"PE486",4,7,"PE486_4",10,107,3026.16822429907
1,"Cruise_NorthSea_PE486_Algae_PE486_4_15m.fcs compensated","1","4",3594,27.34,22.15,"PE486",4,15,"PE486_4",10,107,3358.8785046729
1,"Cruise_NorthSea_PE486_Algae_PE486_4_30m.fcs compensated","1","4",2093,42.81,29.93,"PE486",4,30,"PE486_4",10,107,1956.07476635514
1,"Cruise_NorthSea_PE486_Algae_PE486_5_7m.fcs compensated","1","4",768,19.33,10.27,"PE486",5,7,"PE486_5",10,107,717.757009345794
1,"Cruise_NorthSea_PE486_Algae_PE486_5_15m.fcs compensated","1","4",777,19.63,10.46,"PE486",5,15,"PE486_5",10,107,726.168224299065
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","1","4",1410,16.01,13.25,"PE486",6,7,"PE486_6",10,107,1317.75700934579
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","1","4",1410,16.01,13.25,"PE486",6,7,"PE486_6",10,107,1317.75700934579
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","1","4",1410,16.01,13.25,"PE486",6,7,"PE486_6",10,107,1317.75700934579
1,"Cruise_NorthSea_PE486_Algae_PE486_6_15m.fcs compensated","1","4",1171,24.49,18.46,"PE486",6,15,"PE486_6",10,107,1094.39252336449
1,"Cruise_NorthSea_PE486_Algae_PE486_7_7m.fcs compensated","1","4",1652,12.79,10.79,"PE486",7,7,"PE486_7",10,107,1543.92523364486
1,"Cruise_NorthSea_PE486_Algae_PE486_7_15m.fcs compensated","1","4",3829,36.04,25.14,"PE486",7,15,"PE486_7",10,107,3578.5046728972
1,"Cruise_NorthSea_PE486_Algae_PE486_7_30m.fcs compensated","1","4",5740,55.59,33.27,"PE486",7,30,"PE486_7",10,107,5364.48598130841
1,"Cruise_NorthSea_PE486_Algae_PE486_8_7m.fcs compensated","1","4",1102,7.04,5.29,"PE486",8,7,"PE486_8",10,107,1029.90654205607
1,"Cruise_NorthSea_PE486_Algae_PE486_8_15m.fcs compensated","1","4",930,7.14,5.27,"PE486",8,15,"PE486_8",10,107,869.158878504673
1,"Cruise_NorthSea_PE486_Algae_PE486_8_30m.fcs compensated","1","4",690,15.22,8.41,"PE486",8,30,"PE486_8",10,107,644.859813084112
1,"Cruise_NorthSea_PE477_Algae_PE477_1_7m.fcs compensated","1","9",26,0.12,0.05,"PE477",1,7,"PE477_1",10,129,20.1550387596899
1,"Cruise_NorthSea_PE477_Algae_PE477_2_7m.fcs compensated","1","9",30,0.74,0.07,"PE477",2,7,"PE477_2",10,129,23.2558139534884
1,"Cruise_NorthSea_PE477_Algae_PE477_2_15m.fcs compensated","1","9",36,0.63,0.08,"PE477",2,15,"PE477_2",10,129,27.906976744186
1,"Cruise_NorthSea_PE477_Algae_PE477_2_30m.fcs compensated","1","9",54,0.72,0.11,"PE477",2,30,"PE477_2",10,129,41.8604651162791
1,"Cruise_NorthSea_PE477_Algae_PE477_3_7m.fcs compensated","1","9",23,0.17,0.07,"PE477",3,7,"PE477_3",10,129,17.8294573643411
1,"Cruise_NorthSea_PE477_Algae_PE477_3_15m.fcs compensated","1","9",14,0.11,0.04,"PE477",3,15,"PE477_3",10,129,10.8527131782946
1,"Cruise_NorthSea_PE477_Algae_PE477_3_30m.fcs compensated","1","9",9,0.14,0.05,"PE477",3,30,"PE477_3",9,129,7.75193798449612
1,"Cruise_NorthSea_PE477_Algae_PE477_4_7m.fcs compensated","1","9",12,0.13,0.06,"PE477",4,7,"PE477_4",10,129,9.30232558139535
1,"Cruise_NorthSea_PE477_Algae_PE477_4_15m.fcs compensated","1","9",5,0.15,0.03,"PE477",4,15,"PE477_4",10,129,3.87596899224806
1,"Cruise_NorthSea_PE477_Algae_PE477_4_30m.fcs compensated","1","9",6,0.27,0.04,"PE477",4,30,"PE477_4",10,129,4.65116279069767
1,"Cruise_NorthSea_PE477_Algae_PE477_5_7m.fcs compensated","1","9",17,0.04,0.01,"PE477",5,7,"PE477_5",10,129,13.1782945736434
1,"Cruise_NorthSea_PE477_Algae_PE477_5_15m.fcs compensated","1","9",11,0.02,0.01,"PE477",5,15,"PE477_5",10,129,8.52713178294574
1,"Cruise_NorthSea_PE477_Algae_PE477_5_30m.fcs compensated","1","9",9,0.06,0.02,"PE477",5,30,"PE477_5",10,129,6.97674418604651
1,"Cruise_NorthSea_PE477_Algae_PE477_6_7m.fcs compensated","1","9",8,0.04,0.01,"PE477",6,7,"PE477_6",10,129,6.2015503875969
1,"Cruise_NorthSea_PE477_Algae_PE477_6_15m.fcs compensated","1","9",7,0.04,0.01,"PE477",6,15,"PE477_6",10,129,5.42635658914729
1,"Cruise_NorthSea_PE477_Algae_PE477_6_30m.fcs compensated","1","9",5,0.08,0.01,"PE477",6,30,"PE477_6",10,129,3.87596899224806
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle3.fcs compensated","1","9",11,0.03,0,"PE477",7,7,"PE477_7",10,129,8.52713178294574
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle3.fcs compensated","1","9",11,0.03,0,"PE477",7,7,"PE477_7",10,129,8.52713178294574
1,"Cruise_NorthSea_PE477_Algae_PE477_7_15m.fcs compensated","1","9",9,0.02,0,"PE477",7,15,"PE477_7",10,129,6.97674418604651
1,"Cruise_NorthSea_PE477_Algae_PE477_7_30m.fcs compensated","1","9",4,0.02,0,"PE477",7,30,"PE477_7",10,129,3.10077519379845
1,"Cruise_NorthSea_PE486_Algae_PE486_1_7m.fcs compensated","1","9",33,0.6,0.3,"PE486",1,7,"PE486_1",10,107,30.8411214953271
1,"Cruise_NorthSea_PE486_Algae_PE486_1_15m.fcs compensated","1","9",36,0.53,0.27,"PE486",1,15,"PE486_1",10,107,33.6448598130841
1,"Cruise_NorthSea_PE486_Algae_PE486_1_30m.fcs compensated","1","9",114,2.01,0.94,"PE486",1,30,"PE486_1",10,107,106.542056074766
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m.fcs compensated","1","9",39,0.5,0.36,"PE486",2,7,"PE486_2",10,107,36.4485981308411
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m.fcs compensated","1","9",39,0.5,0.36,"PE486",2,7,"PE486_2",10,107,36.4485981308411
1,"Cruise_NorthSea_PE486_Algae_PE486_2_15m.fcs compensated","1","9",10,0.15,0.1,"PE486",2,15,"PE486_2",10,107,9.34579439252336
1,"Cruise_NorthSea_PE486_Algae_PE486_2_30m.fcs compensated","1","9",10,0.28,0.16,"PE486",2,30,"PE486_2",10,107,9.34579439252336
1,"Cruise_NorthSea_PE486_Algae_PE486_3_7m.fcs compensated","1","9",50,1.95,0.57,"PE486",3,7,"PE486_3",10,107,46.7289719626168
1,"Cruise_NorthSea_PE486_Algae_PE486_3_15m.fcs compensated","1","9",52,1.94,0.47,"PE486",3,15,"PE486_3",10,107,48.5981308411215
1,"Cruise_NorthSea_PE486_Algae_PE486_4_7m.fcs compensated","1","9",91,0.73,0.59,"PE486",4,7,"PE486_4",10,107,85.0467289719626
1,"Cruise_NorthSea_PE486_Algae_PE486_4_15m.fcs compensated","1","9",100,0.76,0.62,"PE486",4,15,"PE486_4",10,107,93.4579439252336
1,"Cruise_NorthSea_PE486_Algae_PE486_4_30m.fcs compensated","1","9",90,1.84,1.29,"PE486",4,30,"PE486_4",10,107,84.1121495327103
1,"Cruise_NorthSea_PE486_Algae_PE486_5_7m.fcs compensated","1","9",25,0.63,0.33,"PE486",5,7,"PE486_5",10,107,23.3644859813084
1,"Cruise_NorthSea_PE486_Algae_PE486_5_15m.fcs compensated","1","9",30,0.76,0.4,"PE486",5,15,"PE486_5",10,107,28.0373831775701
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","1","9",24,0.27,0.23,"PE486",6,7,"PE486_6",10,107,22.4299065420561
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","1","9",24,0.27,0.23,"PE486",6,7,"PE486_6",10,107,22.4299065420561
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","1","9",24,0.27,0.23,"PE486",6,7,"PE486_6",10,107,22.4299065420561
1,"Cruise_NorthSea_PE486_Algae_PE486_6_15m.fcs compensated","1","9",39,0.82,0.61,"PE486",6,15,"PE486_6",10,107,36.4485981308411
1,"Cruise_NorthSea_PE486_Algae_PE486_7_7m.fcs compensated","1","9",89,0.69,0.58,"PE486",7,7,"PE486_7",10,107,83.1775700934579
1,"Cruise_NorthSea_PE486_Algae_PE486_7_15m.fcs compensated","1","9",1066,10.03,7,"PE486",7,15,"PE486_7",10,107,996.261682242991
1,"Cruise_NorthSea_PE486_Algae_PE486_7_30m.fcs compensated","1","9",1693,16.4,9.81,"PE486",7,30,"PE486_7",10,107,1582.24299065421
1,"Cruise_NorthSea_PE486_Algae_PE486_8_7m.fcs compensated","1","9",44,0.28,0.21,"PE486",8,7,"PE486_8",10,107,41.1214953271028
1,"Cruise_NorthSea_PE486_Algae_PE486_8_15m.fcs compensated","1","9",37,0.28,0.21,"PE486",8,15,"PE486_8",10,107,34.5794392523364
1,"Cruise_NorthSea_PE486_Algae_PE486_8_30m.fcs compensated","1","9",34,0.75,0.41,"PE486",8,30,"PE486_8",10,107,31.7757009345794
1,"Cruise_NorthSea_PE477_Algae_PE477_1_7m.fcs compensated","1","10",30,0.14,0.05,"PE477",1,7,"PE477_1",10,129,23.2558139534884
1,"Cruise_NorthSea_PE477_Algae_PE477_2_7m.fcs compensated","1","10",20,0.49,0.04,"PE477",2,7,"PE477_2",10,129,15.5038759689922
1,"Cruise_NorthSea_PE477_Algae_PE477_2_15m.fcs compensated","1","10",27,0.47,0.06,"PE477",2,15,"PE477_2",10,129,20.9302325581395
1,"Cruise_NorthSea_PE477_Algae_PE477_2_30m.fcs compensated","1","10",35,0.47,0.07,"PE477",2,30,"PE477_2",10,129,27.1317829457364
1,"Cruise_NorthSea_PE477_Algae_PE477_3_7m.fcs compensated","1","10",16,0.11,0.05,"PE477",3,7,"PE477_3",10,129,12.4031007751938
1,"Cruise_NorthSea_PE477_Algae_PE477_3_15m.fcs compensated","1","10",9,0.07,0.03,"PE477",3,15,"PE477_3",10,129,6.97674418604651
1,"Cruise_NorthSea_PE477_Algae_PE477_3_30m.fcs compensated","1","10",6,0.09,0.04,"PE477",3,30,"PE477_3",9,129,5.16795865633075
1,"Cruise_NorthSea_PE477_Algae_PE477_4_7m.fcs compensated","1","10",12,0.13,0.06,"PE477",4,7,"PE477_4",10,129,9.30232558139535
1,"Cruise_NorthSea_PE477_Algae_PE477_4_15m.fcs compensated","1","10",8,0.23,0.04,"PE477",4,15,"PE477_4",10,129,6.2015503875969
1,"Cruise_NorthSea_PE477_Algae_PE477_4_30m.fcs compensated","1","10",0,0,0,"PE477",4,30,"PE477_4",10,129,0
1,"Cruise_NorthSea_PE477_Algae_PE477_5_7m.fcs compensated","1","10",24,0.05,0.01,"PE477",5,7,"PE477_5",10,129,18.6046511627907
1,"Cruise_NorthSea_PE477_Algae_PE477_5_15m.fcs compensated","1","10",22,0.04,0.01,"PE477",5,15,"PE477_5",10,129,17.0542635658915
1,"Cruise_NorthSea_PE477_Algae_PE477_5_30m.fcs compensated","1","10",15,0.1,0.03,"PE477",5,30,"PE477_5",10,129,11.6279069767442
1,"Cruise_NorthSea_PE477_Algae_PE477_6_7m.fcs compensated","1","10",4,0.02,0,"PE477",6,7,"PE477_6",10,129,3.10077519379845
1,"Cruise_NorthSea_PE477_Algae_PE477_6_15m.fcs compensated","1","10",8,0.04,0.01,"PE477",6,15,"PE477_6",10,129,6.2015503875969
1,"Cruise_NorthSea_PE477_Algae_PE477_6_30m.fcs compensated","1","10",1,0.02,0,"PE477",6,30,"PE477_6",10,129,0.775193798449612
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle3.fcs compensated","1","10",14,0.03,0.01,"PE477",7,7,"PE477_7",10,129,10.8527131782946
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle3.fcs compensated","1","10",14,0.03,0.01,"PE477",7,7,"PE477_7",10,129,10.8527131782946
1,"Cruise_NorthSea_PE477_Algae_PE477_7_15m.fcs compensated","1","10",11,0.03,0,"PE477",7,15,"PE477_7",10,129,8.52713178294574
1,"Cruise_NorthSea_PE477_Algae_PE477_7_30m.fcs compensated","1","10",4,0.02,0,"PE477",7,30,"PE477_7",10,129,3.10077519379845
1,"Cruise_NorthSea_PE486_Algae_PE486_1_7m.fcs compensated","1","10",40,0.73,0.36,"PE486",1,7,"PE486_1",10,107,37.3831775700935
1,"Cruise_NorthSea_PE486_Algae_PE486_1_15m.fcs compensated","1","10",47,0.69,0.36,"PE486",1,15,"PE486_1",10,107,43.9252336448598
1,"Cruise_NorthSea_PE486_Algae_PE486_1_30m.fcs compensated","1","10",57,1.01,0.47,"PE486",1,30,"PE486_1",10,107,53.2710280373832
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m.fcs compensated","1","10",31,0.4,0.28,"PE486",2,7,"PE486_2",10,107,28.9719626168224
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m.fcs compensated","1","10",31,0.4,0.28,"PE486",2,7,"PE486_2",10,107,28.9719626168224
1,"Cruise_NorthSea_PE486_Algae_PE486_2_15m.fcs compensated","1","10",17,0.26,0.17,"PE486",2,15,"PE486_2",10,107,15.8878504672897
1,"Cruise_NorthSea_PE486_Algae_PE486_2_30m.fcs compensated","1","10",16,0.45,0.26,"PE486",2,30,"PE486_2",10,107,14.9532710280374
1,"Cruise_NorthSea_PE486_Algae_PE486_3_7m.fcs compensated","1","10",99,3.85,1.13,"PE486",3,7,"PE486_3",10,107,92.5233644859813
1,"Cruise_NorthSea_PE486_Algae_PE486_3_15m.fcs compensated","1","10",107,3.99,0.96,"PE486",3,15,"PE486_3",10,107,100
1,"Cruise_NorthSea_PE486_Algae_PE486_4_7m.fcs compensated","1","10",206,1.66,1.33,"PE486",4,7,"PE486_4",10,107,192.523364485981
1,"Cruise_NorthSea_PE486_Algae_PE486_4_15m.fcs compensated","1","10",216,1.64,1.33,"PE486",4,15,"PE486_4",10,107,201.869158878505
1,"Cruise_NorthSea_PE486_Algae_PE486_4_30m.fcs compensated","1","10",56,1.15,0.8,"PE486",4,30,"PE486_4",10,107,52.3364485981308
