"Overlay","Filename","Overlay_Gate","Gate","Total_Events","percent_gated_cells","percent_all_cells","Location","Station_Number","Depth","Location_Station","Acquisition_Duration","Flow_Rate","cells_per_mL"
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","2","16",8,0.43,0.08,"PE486",6,7,"PE486_6",10,107,7.47663551401869
1,"Cruise_NorthSea_PE486_Algae_PE486_6_15m.fcs compensated","2","16",8,0.48,0.13,"PE486",6,15,"PE486_6",10,107,7.47663551401869
1,"Cruise_NorthSea_PE486_Algae_PE486_7_7m.fcs compensated","2","16",4,0.16,0.03,"PE486",7,7,"PE486_7",10,107,3.73831775700935
1,"Cruise_NorthSea_PE486_Algae_PE486_7_15m.fcs compensated","2","16",8,0.13,0.05,"PE486",7,15,"PE486_7",10,107,7.47663551401869
1,"Cruise_NorthSea_PE486_Algae_PE486_7_30m.fcs compensated","2","16",18,0.17,0.1,"PE486",7,30,"PE486_7",10,107,16.8224299065421
1,"Cruise_NorthSea_PE486_Algae_PE486_8_7m.fcs compensated","2","16",70,1.31,0.34,"PE486",8,7,"PE486_8",10,107,65.4205607476635
1,"Cruise_NorthSea_PE486_Algae_PE486_8_15m.fcs compensated","2","16",69,1.45,0.39,"PE486",8,15,"PE486_8",10,107,64.4859813084112
1,"Cruise_NorthSea_PE486_Algae_PE486_8_30m.fcs compensated","2","16",50,1.32,0.61,"PE486",8,30,"PE486_8",10,107,46.7289719626168
1,"Cruise_NorthSea_PE477_Algae_PE477_1_7m.fcs compensated","2","17",320,0.93,0.57,"PE477",1,7,"PE477_1",10,129,248.062015503876
1,"Cruise_NorthSea_PE477_Algae_PE477_2_7m.fcs compensated","2","17",379,0.92,0.84,"PE477",2,7,"PE477_2",10,129,293.798449612403
1,"Cruise_NorthSea_PE477_Algae_PE477_2_15m.fcs compensated","2","17",406,0.96,0.85,"PE477",2,15,"PE477_2",10,129,314.728682170543
1,"Cruise_NorthSea_PE477_Algae_PE477_2_30m.fcs compensated","2","17",317,0.74,0.63,"PE477",2,30,"PE477_2",10,129,245.736434108527
1,"Cruise_NorthSea_PE477_Algae_PE477_3_7m.fcs compensated","2","17",245,1.13,0.69,"PE477",3,7,"PE477_3",10,129,189.922480620155
1,"Cruise_NorthSea_PE477_Algae_PE477_3_15m.fcs compensated","2","17",190,1,0.61,"PE477",3,15,"PE477_3",10,129,147.286821705426
1,"Cruise_NorthSea_PE477_Algae_PE477_3_30m.fcs compensated","2","17",118,1.14,0.7,"PE477",3,30,"PE477_3",9,129,101.636520241171
1,"Cruise_NorthSea_PE477_Algae_PE477_4_7m.fcs compensated","2","17",181,1.92,0.98,"PE477",4,7,"PE477_4",10,129,140.31007751938
1,"Cruise_NorthSea_PE477_Algae_PE477_4_15m.fcs compensated","2","17",77,0.48,0.4,"PE477",4,15,"PE477_4",10,129,59.6899224806202
1,"Cruise_NorthSea_PE477_Algae_PE477_4_30m.fcs compensated","2","17",65,0.57,0.48,"PE477",4,30,"PE477_4",10,129,50.3875968992248
1,"Cruise_NorthSea_PE477_Algae_PE477_5_7m.fcs compensated","2","17",703,0.59,0.42,"PE477",5,7,"PE477_5",10,129,544.961240310078
1,"Cruise_NorthSea_PE477_Algae_PE477_5_15m.fcs compensated","2","17",741,0.62,0.44,"PE477",5,15,"PE477_5",10,129,574.418604651163
1,"Cruise_NorthSea_PE477_Algae_PE477_5_30m.fcs compensated","2","17",310,0.82,0.58,"PE477",5,30,"PE477_5",10,129,240.31007751938
1,"Cruise_NorthSea_PE477_Algae_PE477_6_7m.fcs compensated","2","17",123,0.12,0.1,"PE477",6,7,"PE477_6",10,129,95.3488372093023
1,"Cruise_NorthSea_PE477_Algae_PE477_6_15m.fcs compensated","2","17",122,0.12,0.1,"PE477",6,15,"PE477_6",10,129,94.5736434108527
1,"Cruise_NorthSea_PE477_Algae_PE477_6_30m.fcs compensated","2","17",95,0.32,0.26,"PE477",6,30,"PE477_6",10,129,73.6434108527132
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle3.fcs compensated","2","17",114,0.05,0.04,"PE477",7,7,"PE477_7",10,129,88.3720930232558
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle3.fcs compensated","2","17",114,0.05,0.04,"PE477",7,7,"PE477_7",10,129,88.3720930232558
1,"Cruise_NorthSea_PE477_Algae_PE477_7_15m.fcs compensated","2","17",141,0.06,0.05,"PE477",7,15,"PE477_7",10,129,109.302325581395
1,"Cruise_NorthSea_PE477_Algae_PE477_7_30m.fcs compensated","2","17",148,0.08,0.07,"PE477",7,30,"PE477_7",10,129,114.728682170543
1,"Cruise_NorthSea_PE486_Algae_PE486_1_7m.fcs compensated","2","17",67,1.19,0.61,"PE486",1,7,"PE486_1",10,107,62.6168224299065
1,"Cruise_NorthSea_PE486_Algae_PE486_1_15m.fcs compensated","2","17",103,1.53,0.78,"PE486",1,15,"PE486_1",10,107,96.2616822429906
1,"Cruise_NorthSea_PE486_Algae_PE486_1_30m.fcs compensated","2","17",76,1.12,0.63,"PE486",1,30,"PE486_1",10,107,71.0280373831776
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m.fcs compensated","2","17",51,1.55,0.47,"PE486",2,7,"PE486_2",10,107,47.6635514018692
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m.fcs compensated","2","17",51,1.55,0.47,"PE486",2,7,"PE486_2",10,107,47.6635514018692
1,"Cruise_NorthSea_PE486_Algae_PE486_2_15m.fcs compensated","2","17",61,1.75,0.61,"PE486",2,15,"PE486_2",10,107,57.0093457943925
1,"Cruise_NorthSea_PE486_Algae_PE486_2_30m.fcs compensated","2","17",36,1.34,0.58,"PE486",2,30,"PE486_2",10,107,33.6448598130841
1,"Cruise_NorthSea_PE486_Algae_PE486_3_7m.fcs compensated","2","17",27,0.4,0.31,"PE486",3,7,"PE486_3",10,107,25.2336448598131
1,"Cruise_NorthSea_PE486_Algae_PE486_3_15m.fcs compensated","2","17",97,1.03,0.87,"PE486",3,15,"PE486_3",10,107,90.6542056074766
1,"Cruise_NorthSea_PE486_Algae_PE486_4_7m.fcs compensated","2","17",270,7.75,1.74,"PE486",4,7,"PE486_4",10,107,252.336448598131
1,"Cruise_NorthSea_PE486_Algae_PE486_4_15m.fcs compensated","2","17",301,8.93,1.85,"PE486",4,15,"PE486_4",10,107,281.308411214953
1,"Cruise_NorthSea_PE486_Algae_PE486_4_30m.fcs compensated","2","17",39,1.74,0.56,"PE486",4,30,"PE486_4",10,107,36.4485981308411
1,"Cruise_NorthSea_PE486_Algae_PE486_5_7m.fcs compensated","2","17",164,4.57,2.19,"PE486",5,7,"PE486_5",10,107,153.271028037383
1,"Cruise_NorthSea_PE486_Algae_PE486_5_15m.fcs compensated","2","17",141,3.97,1.9,"PE486",5,15,"PE486_5",10,107,131.775700934579
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","2","17",42,2.23,0.39,"PE486",6,7,"PE486_6",10,107,39.2523364485981
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","2","17",42,2.23,0.39,"PE486",6,7,"PE486_6",10,107,39.2523364485981
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","2","17",42,2.23,0.39,"PE486",6,7,"PE486_6",10,107,39.2523364485981
1,"Cruise_NorthSea_PE486_Algae_PE486_6_15m.fcs compensated","2","17",32,1.91,0.5,"PE486",6,15,"PE486_6",10,107,29.9065420560748
1,"Cruise_NorthSea_PE486_Algae_PE486_7_7m.fcs compensated","2","17",24,0.94,0.16,"PE486",7,7,"PE486_7",10,107,22.4299065420561
1,"Cruise_NorthSea_PE486_Algae_PE486_7_15m.fcs compensated","2","17",24,0.38,0.16,"PE486",7,15,"PE486_7",10,107,22.4299065420561
1,"Cruise_NorthSea_PE486_Algae_PE486_7_30m.fcs compensated","2","17",41,0.39,0.24,"PE486",7,30,"PE486_7",10,107,38.3177570093458
1,"Cruise_NorthSea_PE486_Algae_PE486_8_7m.fcs compensated","2","17",287,5.39,1.38,"PE486",8,7,"PE486_8",10,107,268.224299065421
1,"Cruise_NorthSea_PE486_Algae_PE486_8_15m.fcs compensated","2","17",215,4.53,1.22,"PE486",8,15,"PE486_8",10,107,200.934579439252
1,"Cruise_NorthSea_PE486_Algae_PE486_8_30m.fcs compensated","2","17",84,2.22,1.02,"PE486",8,30,"PE486_8",10,107,78.5046728971963
1,"Cruise_NorthSea_PE477_Algae_PE477_1_7m.fcs compensated","2","18",290,0.84,0.52,"PE477",1,7,"PE477_1",10,129,224.806201550388
1,"Cruise_NorthSea_PE477_Algae_PE477_2_7m.fcs compensated","2","18",176,0.43,0.39,"PE477",2,7,"PE477_2",10,129,136.434108527132
1,"Cruise_NorthSea_PE477_Algae_PE477_2_15m.fcs compensated","2","18",217,0.52,0.45,"PE477",2,15,"PE477_2",10,129,168.217054263566
1,"Cruise_NorthSea_PE477_Algae_PE477_2_30m.fcs compensated","2","18",263,0.62,0.53,"PE477",2,30,"PE477_2",10,129,203.875968992248
1,"Cruise_NorthSea_PE477_Algae_PE477_3_7m.fcs compensated","2","18",100,0.46,0.28,"PE477",3,7,"PE477_3",10,129,77.5193798449612
1,"Cruise_NorthSea_PE477_Algae_PE477_3_15m.fcs compensated","2","18",79,0.42,0.25,"PE477",3,15,"PE477_3",10,129,61.2403100775194
1,"Cruise_NorthSea_PE477_Algae_PE477_3_30m.fcs compensated","2","18",87,0.84,0.52,"PE477",3,30,"PE477_3",9,129,74.9354005167959
1,"Cruise_NorthSea_PE477_Algae_PE477_4_7m.fcs compensated","2","18",26,0.28,0.14,"PE477",4,7,"PE477_4",10,129,20.1550387596899
1,"Cruise_NorthSea_PE477_Algae_PE477_4_15m.fcs compensated","2","18",63,0.39,0.32,"PE477",4,15,"PE477_4",10,129,48.8372093023256
1,"Cruise_NorthSea_PE477_Algae_PE477_4_30m.fcs compensated","2","18",71,0.62,0.52,"PE477",4,30,"PE477_4",10,129,55.0387596899225
1,"Cruise_NorthSea_PE477_Algae_PE477_5_7m.fcs compensated","2","18",626,0.53,0.37,"PE477",5,7,"PE477_5",10,129,485.271317829457
1,"Cruise_NorthSea_PE477_Algae_PE477_5_15m.fcs compensated","2","18",569,0.48,0.34,"PE477",5,15,"PE477_5",10,129,441.085271317829
1,"Cruise_NorthSea_PE477_Algae_PE477_5_30m.fcs compensated","2","18",236,0.63,0.44,"PE477",5,30,"PE477_5",10,129,182.945736434109
1,"Cruise_NorthSea_PE477_Algae_PE477_6_7m.fcs compensated","2","18",156,0.15,0.13,"PE477",6,7,"PE477_6",10,129,120.93023255814
1,"Cruise_NorthSea_PE477_Algae_PE477_6_15m.fcs compensated","2","18",146,0.14,0.12,"PE477",6,15,"PE477_6",10,129,113.178294573643
1,"Cruise_NorthSea_PE477_Algae_PE477_6_30m.fcs compensated","2","18",75,0.25,0.21,"PE477",6,30,"PE477_6",10,129,58.1395348837209
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle3.fcs compensated","2","18",274,0.12,0.1,"PE477",7,7,"PE477_7",10,129,212.403100775194
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle3.fcs compensated","2","18",274,0.12,0.1,"PE477",7,7,"PE477_7",10,129,212.403100775194
1,"Cruise_NorthSea_PE477_Algae_PE477_7_15m.fcs compensated","2","18",289,0.12,0.11,"PE477",7,15,"PE477_7",10,129,224.031007751938
1,"Cruise_NorthSea_PE477_Algae_PE477_7_30m.fcs compensated","2","18",185,0.1,0.08,"PE477",7,30,"PE477_7",10,129,143.410852713178
1,"Cruise_NorthSea_PE486_Algae_PE486_1_7m.fcs compensated","2","18",169,3,1.54,"PE486",1,7,"PE486_1",10,107,157.943925233645
1,"Cruise_NorthSea_PE486_Algae_PE486_1_15m.fcs compensated","2","18",260,3.85,1.97,"PE486",1,15,"PE486_1",10,107,242.990654205607
1,"Cruise_NorthSea_PE486_Algae_PE486_1_30m.fcs compensated","2","18",206,3.05,1.7,"PE486",1,30,"PE486_1",10,107,192.523364485981
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m.fcs compensated","2","18",98,2.97,0.89,"PE486",2,7,"PE486_2",10,107,91.588785046729
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m.fcs compensated","2","18",98,2.97,0.89,"PE486",2,7,"PE486_2",10,107,91.588785046729
1,"Cruise_NorthSea_PE486_Algae_PE486_2_15m.fcs compensated","2","18",100,2.88,1.01,"PE486",2,15,"PE486_2",10,107,93.4579439252336
1,"Cruise_NorthSea_PE486_Algae_PE486_2_30m.fcs compensated","2","18",88,3.27,1.42,"PE486",2,30,"PE486_2",10,107,82.2429906542056
1,"Cruise_NorthSea_PE486_Algae_PE486_3_7m.fcs compensated","2","18",3648,53.7,41.57,"PE486",3,7,"PE486_3",10,107,3409.34579439252
1,"Cruise_NorthSea_PE486_Algae_PE486_3_15m.fcs compensated","2","18",4305,45.78,38.61,"PE486",3,15,"PE486_3",10,107,4023.36448598131
1,"Cruise_NorthSea_PE486_Algae_PE486_4_7m.fcs compensated","2","18",72,2.07,0.46,"PE486",4,7,"PE486_4",10,107,67.2897196261682
1,"Cruise_NorthSea_PE486_Algae_PE486_4_15m.fcs compensated","2","18",71,2.11,0.44,"PE486",4,15,"PE486_4",10,107,66.3551401869159
1,"Cruise_NorthSea_PE486_Algae_PE486_4_30m.fcs compensated","2","18",23,1.03,0.33,"PE486",4,30,"PE486_4",10,107,21.4953271028037
1,"Cruise_NorthSea_PE486_Algae_PE486_5_7m.fcs compensated","2","18",202,5.63,2.7,"PE486",5,7,"PE486_5",10,107,188.785046728972
1,"Cruise_NorthSea_PE486_Algae_PE486_5_15m.fcs compensated","2","18",196,5.51,2.64,"PE486",5,15,"PE486_5",10,107,183.177570093458
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","2","18",91,4.84,0.86,"PE486",6,7,"PE486_6",10,107,85.0467289719626
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","2","18",91,4.84,0.86,"PE486",6,7,"PE486_6",10,107,85.0467289719626
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","2","18",91,4.84,0.86,"PE486",6,7,"PE486_6",10,107,85.0467289719626
1,"Cruise_NorthSea_PE486_Algae_PE486_6_15m.fcs compensated","2","18",83,4.95,1.31,"PE486",6,15,"PE486_6",10,107,77.5700934579439
1,"Cruise_NorthSea_PE486_Algae_PE486_7_7m.fcs compensated","2","18",188,7.33,1.23,"PE486",7,7,"PE486_7",10,107,175.700934579439
1,"Cruise_NorthSea_PE486_Algae_PE486_7_15m.fcs compensated","2","18",213,3.33,1.4,"PE486",7,15,"PE486_7",10,107,199.065420560748
1,"Cruise_NorthSea_PE486_Algae_PE486_7_30m.fcs compensated","2","18",287,2.73,1.66,"PE486",7,30,"PE486_7",10,107,268.224299065421
1,"Cruise_NorthSea_PE486_Algae_PE486_8_7m.fcs compensated","2","18",184,3.46,0.88,"PE486",8,7,"PE486_8",10,107,171.96261682243
1,"Cruise_NorthSea_PE486_Algae_PE486_8_15m.fcs compensated","2","18",194,4.08,1.1,"PE486",8,15,"PE486_8",10,107,181.308411214953
1,"Cruise_NorthSea_PE486_Algae_PE486_8_30m.fcs compensated","2","18",160,4.22,1.95,"PE486",8,30,"PE486_8",10,107,149.532710280374
1,"Cruise_NorthSea_PE477_Algae_PE477_1_7m.fcs compensated","2","19",104,0.3,0.19,"PE477",1,7,"PE477_1",10,129,80.6201550387597
1,"Cruise_NorthSea_PE477_Algae_PE477_2_7m.fcs compensated","2","19",72,0.17,0.16,"PE477",2,7,"PE477_2",10,129,55.8139534883721
1,"Cruise_NorthSea_PE477_Algae_PE477_2_15m.fcs compensated","2","19",94,0.22,0.2,"PE477",2,15,"PE477_2",10,129,72.8682170542636
1,"Cruise_NorthSea_PE477_Algae_PE477_2_30m.fcs compensated","2","19",112,0.26,0.22,"PE477",2,30,"PE477_2",10,129,86.8217054263566
1,"Cruise_NorthSea_PE477_Algae_PE477_3_7m.fcs compensated","2","19",59,0.27,0.17,"PE477",3,7,"PE477_3",10,129,45.7364341085271
1,"Cruise_NorthSea_PE477_Algae_PE477_3_15m.fcs compensated","2","19",46,0.24,0.15,"PE477",3,15,"PE477_3",10,129,35.6589147286822
1,"Cruise_NorthSea_PE477_Algae_PE477_3_30m.fcs compensated","2","19",51,0.49,0.3,"PE477",3,30,"PE477_3",9,129,43.9276485788114
1,"Cruise_NorthSea_PE477_Algae_PE477_4_7m.fcs compensated","2","19",29,0.31,0.16,"PE477",4,7,"PE477_4",10,129,22.4806201550388
1,"Cruise_NorthSea_PE477_Algae_PE477_4_15m.fcs compensated","2","19",47,0.29,0.24,"PE477",4,15,"PE477_4",10,129,36.4341085271318
1,"Cruise_NorthSea_PE477_Algae_PE477_4_30m.fcs compensated","2","19",37,0.32,0.27,"PE477",4,30,"PE477_4",10,129,28.6821705426357
1,"Cruise_NorthSea_PE477_Algae_PE477_5_7m.fcs compensated","2","19",240,0.2,0.14,"PE477",5,7,"PE477_5",10,129,186.046511627907
1,"Cruise_NorthSea_PE477_Algae_PE477_5_15m.fcs compensated","2","19",235,0.2,0.14,"PE477",5,15,"PE477_5",10,129,182.170542635659
1,"Cruise_NorthSea_PE477_Algae_PE477_5_30m.fcs compensated","2","19",97,0.26,0.18,"PE477",5,30,"PE477_5",10,129,75.1937984496124
1,"Cruise_NorthSea_PE477_Algae_PE477_6_7m.fcs compensated","2","19",103,0.1,0.08,"PE477",6,7,"PE477_6",10,129,79.8449612403101
1,"Cruise_NorthSea_PE477_Algae_PE477_6_15m.fcs compensated","2","19",134,0.13,0.11,"PE477",6,15,"PE477_6",10,129,103.875968992248
1,"Cruise_NorthSea_PE477_Algae_PE477_6_30m.fcs compensated","2","19",37,0.12,0.1,"PE477",6,30,"PE477_6",10,129,28.6821705426357
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle3.fcs compensated","2","19",302,0.13,0.11,"PE477",7,7,"PE477_7",10,129,234.108527131783
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle3.fcs compensated","2","19",302,0.13,0.11,"PE477",7,7,"PE477_7",10,129,234.108527131783
1,"Cruise_NorthSea_PE477_Algae_PE477_7_15m.fcs compensated","2","19",277,0.12,0.1,"PE477",7,15,"PE477_7",10,129,214.728682170543
1,"Cruise_NorthSea_PE477_Algae_PE477_7_30m.fcs compensated","2","19",165,0.09,0.08,"PE477",7,30,"PE477_7",10,129,127.906976744186
1,"Cruise_NorthSea_PE486_Algae_PE486_1_7m.fcs compensated","2","19",63,1.12,0.57,"PE486",1,7,"PE486_1",10,107,58.8785046728972
1,"Cruise_NorthSea_PE486_Algae_PE486_1_15m.fcs compensated","2","19",140,2.07,1.06,"PE486",1,15,"PE486_1",10,107,130.841121495327
1,"Cruise_NorthSea_PE486_Algae_PE486_1_30m.fcs compensated","2","19",215,3.18,1.77,"PE486",1,30,"PE486_1",10,107,200.934579439252
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m.fcs compensated","2","19",23,0.7,0.21,"PE486",2,7,"PE486_2",10,107,21.4953271028037
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m.fcs compensated","2","19",23,0.7,0.21,"PE486",2,7,"PE486_2",10,107,21.4953271028037
1,"Cruise_NorthSea_PE486_Algae_PE486_2_15m.fcs compensated","2","19",35,1.01,0.35,"PE486",2,15,"PE486_2",10,107,32.7102803738318
1,"Cruise_NorthSea_PE486_Algae_PE486_2_30m.fcs compensated","2","19",37,1.38,0.6,"PE486",2,30,"PE486_2",10,107,34.5794392523364
1,"Cruise_NorthSea_PE486_Algae_PE486_3_7m.fcs compensated","2","19",2027,29.84,23.1,"PE486",3,7,"PE486_3",10,107,1894.39252336449
1,"Cruise_NorthSea_PE486_Algae_PE486_3_15m.fcs compensated","2","19",3892,41.39,34.9,"PE486",3,15,"PE486_3",10,107,3637.38317757009
1,"Cruise_NorthSea_PE486_Algae_PE486_4_7m.fcs compensated","2","19",37,1.06,0.24,"PE486",4,7,"PE486_4",10,107,34.5794392523364
1,"Cruise_NorthSea_PE486_Algae_PE486_4_15m.fcs compensated","2","19",48,1.42,0.3,"PE486",4,15,"PE486_4",10,107,44.8598130841121
1,"Cruise_NorthSea_PE486_Algae_PE486_4_30m.fcs compensated","2","19",22,0.98,0.31,"PE486",4,30,"PE486_4",10,107,20.5607476635514
1,"Cruise_NorthSea_PE486_Algae_PE486_5_7m.fcs compensated","2","19",46,1.28,0.62,"PE486",5,7,"PE486_5",10,107,42.9906542056075
1,"Cruise_NorthSea_PE486_Algae_PE486_5_15m.fcs compensated","2","19",49,1.38,0.66,"PE486",5,15,"PE486_5",10,107,45.7943925233645
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","2","19",28,1.49,0.26,"PE486",6,7,"PE486_6",10,107,26.1682242990654
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","2","19",28,1.49,0.26,"PE486",6,7,"PE486_6",10,107,26.1682242990654
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","2","19",28,1.49,0.26,"PE486",6,7,"PE486_6",10,107,26.1682242990654
1,"Cruise_NorthSea_PE486_Algae_PE486_6_15m.fcs compensated","2","19",50,2.98,0.79,"PE486",6,15,"PE486_6",10,107,46.7289719626168
1,"Cruise_NorthSea_PE486_Algae_PE486_7_7m.fcs compensated","2","19",246,9.59,1.61,"PE486",7,7,"PE486_7",10,107,229.906542056075
1,"Cruise_NorthSea_PE486_Algae_PE486_7_15m.fcs compensated","2","19",1964,30.72,12.9,"PE486",7,15,"PE486_7",10,107,1835.51401869159
1,"Cruise_NorthSea_PE486_Algae_PE486_7_30m.fcs compensated","2","19",3916,37.27,22.7,"PE486",7,30,"PE486_7",10,107,3659.81308411215
1,"Cruise_NorthSea_PE486_Algae_PE486_8_7m.fcs compensated","2","19",83,1.56,0.4,"PE486",8,7,"PE486_8",10,107,77.5700934579439
1,"Cruise_NorthSea_PE486_Algae_PE486_8_15m.fcs compensated","2","19",82,1.73,0.47,"PE486",8,15,"PE486_8",10,107,76.6355140186916
1,"Cruise_NorthSea_PE486_Algae_PE486_8_30m.fcs compensated","2","19",49,1.29,0.6,"PE486",8,30,"PE486_8",10,107,45.7943925233645
1,"Cruise_NorthSea_PE477_Algae_PE477_1_7m.fcs compensated","1","0",21381,100,38.37,"PE477",1,7,"PE477_1",10,129,16574.4186046512
1,"Cruise_NorthSea_PE477_Algae_PE477_2_7m.fcs compensated","1","0",4078,100,9,"PE477",2,7,"PE477_2",10,129,3161.24031007752
1,"Cruise_NorthSea_PE477_Algae_PE477_2_15m.fcs compensated","1","0",5687,100,11.89,"PE477",2,15,"PE477_2",10,129,4408.52713178295
1,"Cruise_NorthSea_PE477_Algae_PE477_2_30m.fcs compensated","1","0",7481,100,14.98,"PE477",2,30,"PE477_2",10,129,5799.22480620155
1,"Cruise_NorthSea_PE477_Algae_PE477_3_7m.fcs compensated","1","0",13920,100,39.45,"PE477",3,7,"PE477_3",10,129,10790.6976744186
1,"Cruise_NorthSea_PE477_Algae_PE477_3_15m.fcs compensated","1","0",12400,100,39.8,"PE477",3,15,"PE477_3",10,129,9612.40310077519
1,"Cruise_NorthSea_PE477_Algae_PE477_3_30m.fcs compensated","1","0",6527,100,38.93,"PE477",3,30,"PE477_3",9,129,5621.87769164513
1,"Cruise_NorthSea_PE477_Algae_PE477_4_7m.fcs compensated","1","0",9272,100,50.13,"PE477",4,7,"PE477_4",10,129,7187.59689922481
1,"Cruise_NorthSea_PE477_Algae_PE477_4_15m.fcs compensated","1","0",3421,100,17.6,"PE477",4,15,"PE477_4",10,129,2651.93798449612
1,"Cruise_NorthSea_PE477_Algae_PE477_4_30m.fcs compensated","1","0",2211,100,16.28,"PE477",4,30,"PE477_4",10,129,1713.95348837209
1,"Cruise_NorthSea_PE477_Algae_PE477_5_7m.fcs compensated","1","0",48132,100,28.82,"PE477",5,7,"PE477_5",10,129,37311.6279069767
1,"Cruise_NorthSea_PE477_Algae_PE477_5_15m.fcs compensated","1","0",49724,100,29.58,"PE477",5,15,"PE477_5",10,129,38545.7364341085
1,"Cruise_NorthSea_PE477_Algae_PE477_5_30m.fcs compensated","1","0",15703,100,29.48,"PE477",5,30,"PE477_5",10,129,12172.8682170543
1,"Cruise_NorthSea_PE477_Algae_PE477_6_7m.fcs compensated","1","0",19344,100,15.77,"PE477",6,7,"PE477_6",10,129,14995.3488372093
1,"Cruise_NorthSea_PE477_Algae_PE477_6_15m.fcs compensated","1","0",19471,100,15.63,"PE477",6,15,"PE477_6",10,129,15093.7984496124
1,"Cruise_NorthSea_PE477_Algae_PE477_6_30m.fcs compensated","1","0",6613,100,18.16,"PE477",6,30,"PE477_6",10,129,5126.35658914729
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle3.fcs compensated","1","0",40090,100,14.53,"PE477",7,7,"PE477_7",10,129,31077.519379845
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle3.fcs compensated","1","0",40090,100,14.53,"PE477",7,7,"PE477_7",10,129,31077.519379845
1,"Cruise_NorthSea_PE477_Algae_PE477_7_15m.fcs compensated","1","0",37320,100,13.76,"PE477",7,15,"PE477_7",10,129,28930.2325581395
1,"Cruise_NorthSea_PE477_Algae_PE477_7_30m.fcs compensated","1","0",26177,100,11.96,"PE477",7,30,"PE477_7",10,129,20292.2480620155
1,"Cruise_NorthSea_PE486_Algae_PE486_1_7m.fcs compensated","1","0",5469,100,49.89,"PE486",1,7,"PE486_1",10,107,5111.21495327103
1,"Cruise_NorthSea_PE486_Algae_PE486_1_15m.fcs compensated","1","0",6796,100,51.47,"PE486",1,15,"PE486_1",10,107,6351.40186915888
1,"Cruise_NorthSea_PE486_Algae_PE486_1_30m.fcs compensated","1","0",5668,100,46.75,"PE486",1,30,"PE486_1",10,107,5297.19626168224
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m.fcs compensated","1","0",7735,100,70.56,"PE486",2,7,"PE486_2",10,107,7228.97196261682
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m.fcs compensated","1","0",7735,100,70.56,"PE486",2,7,"PE486_2",10,107,7228.97196261682
1,"Cruise_NorthSea_PE486_Algae_PE486_2_15m.fcs compensated","1","0",6489,100,65.31,"PE486",2,15,"PE486_2",10,107,6064.48598130841
1,"Cruise_NorthSea_PE486_Algae_PE486_2_30m.fcs compensated","1","0",3572,100,57.77,"PE486",2,30,"PE486_2",10,107,3338.31775700935
1,"Cruise_NorthSea_PE486_Algae_PE486_3_7m.fcs compensated","1","0",2570,100,29.29,"PE486",3,7,"PE486_3",10,107,2401.8691588785
1,"Cruise_NorthSea_PE486_Algae_PE486_3_15m.fcs compensated","1","0",2681,100,24.04,"PE486",3,15,"PE486_3",10,107,2505.60747663551
1,"Cruise_NorthSea_PE486_Algae_PE486_4_7m.fcs compensated","1","0",12393,100,79.97,"PE486",4,7,"PE486_4",10,107,11582.2429906542
1,"Cruise_NorthSea_PE486_Algae_PE486_4_15m.fcs compensated","1","0",13144,100,81,"PE486",4,15,"PE486_4",10,107,12284.1121495327
1,"Cruise_NorthSea_PE486_Algae_PE486_4_30m.fcs compensated","1","0",4889,100,69.91,"PE486",4,30,"PE486_4",10,107,4569.15887850467
1,"Cruise_NorthSea_PE486_Algae_PE486_5_7m.fcs compensated","1","0",3974,100,53.14,"PE486",5,7,"PE486_5",10,107,3714.01869158878
1,"Cruise_NorthSea_PE486_Algae_PE486_5_15m.fcs compensated","1","0",3958,100,53.31,"PE486",5,15,"PE486_5",10,107,3699.06542056075
